Date,Comment,Like,Dislike,Clean_comment,Comment_Lower,Summary_Tokenized,Comment_no_stopwords,Comments_stem,Sentiment score,Sentiment category
"Apr 01, 2018",“I would pay you a salary to barge in on every single aspect of my life” MY HEARTTTTT IM DEAD❤️❤️❤️❤️❤️❤️ Edit: THANK YOU GUYS FOR TOP COMMENT AND THANK YOU AUTHOR FOR COMING UP WITH SUCH SMOOTH LINES ❤️,147762,511,“I would pay you a salary to barge in on every single aspect of my life” MY HEARTTTTT IM DEAD️️️️️️ Edit THANK YOU GUYS FOR TOP COMMENT AND THANK YOU AUTHOR FOR COMING UP WITH SUCH SMOOTH LINES ️,“i would pay you a salary to barge in on every single aspect of my life” my hearttttt im dead️️️️️️ edit thank you guys for top comment and thank you author for coming up with such smooth lines ️,"['“', 'i', 'would', 'pay', 'you', 'a', 'salary', 'to', 'barge', 'in', 'on', 'every', 'single', 'aspect', 'of', 'my', 'life', '”', 'my', 'hearttttt', 'im', 'dead️️️️️️', 'edit', 'thank', 'you', 'guys', 'for', 'top', 'comment', 'and', 'thank', 'you', 'author', 'for', 'coming', 'up', 'with', 'such', 'smooth', 'lines', '️']",“ would pay salary barge every single aspect life ” hearttttt im dead️️️️️️ edit thank guys top comment thank author coming smooth lines ️,“ would pay salary barge every single aspect life ” hearttttt im dead️️️️️️ edit thank guys top comment thank author coming smooth lines ️,0.6597,pos
"Apr 01, 2018","Hang on, “Kore” was actually Persephone‘s name in the original mythology (it was changed to “Persephone” by Zeus)... THE AUTHOR DID SOME SERIOUS FREAKING RESEARCH *ROUND OF APPLAUSE* 👏👏👏",122544,374,Hang on “Kore” was actually Persephone‘s name in the original mythology it was changed to “Persephone” by Zeus THE AUTHOR DID SOME SERIOUS FREAKING RESEARCH ROUND OF APPLAUSE ,hang on “kore” was actually persephone‘s name in the original mythology it was changed to “persephone” by zeus the author did some serious freaking research round of applause ,"['hang', 'on', '“', 'kore', '”', 'was', 'actually', 'persephone', '‘', 's', 'name', 'in', 'the', 'original', 'mythology', 'it', 'was', 'changed', 'to', '“', 'persephone', '”', 'by', 'zeus', 'the', 'author', 'did', 'some', 'serious', 'freaking', 'research', 'round', 'of', 'applause']",hang “ kore ” actually persephone ‘ name original mythology changed “ persephone ” zeus author serious freaking research round applause,hang “ kore ” actually persephone ‘ name original mythology changed “ persephone ” zeus author serious freaking research round applaus,-0.2023,neg
"Apr 01, 2018",HE THOUGHT THEY WERE GONNA FUCK IN THE KITCHEN OOOOOHH HE A HOE,45918,189,HE THOUGHT THEY WERE GONNA FUCK IN THE KITCHEN OOOOOHH HE A HOE,he thought they were gonna fuck in the kitchen ooooohh he a hoe,"['he', 'thought', 'they', 'were', 'gon', 'na', 'fuck', 'in', 'the', 'kitchen', 'ooooohh', 'he', 'a', 'hoe']",thought gon na fuck kitchen ooooohh hoe,thought gon na fuck kitchen ooooohh ho,-0.5423,neg
"Apr 01, 2018","The devil might be a handsome man, but Hades is a hot God. 😂😂",2518,13,The devil might be a handsome man but Hades is a hot God ,the devil might be a handsome man but hades is a hot god ,"['the', 'devil', 'might', 'be', 'a', 'handsome', 'man', 'but', 'hades', 'is', 'a', 'hot', 'god']",devil might handsome man hades hot god,devil might handsome man hades hot god,-0.0258,neu
"Apr 01, 2018",Persephone Persephone throw me down your hair products!,2302,3,Persephone Persephone throw me down your hair products,persephone persephone throw me down your hair products,"['persephone', 'persephone', 'throw', 'me', 'down', 'your', 'hair', 'products']",persephone persephone throw hair products,persephone persephone throw hair product,0.0,neu
"Apr 01, 2018",This Minthe girl is gonna be the death of our ship I can sense it. Every pirate senses it,1729,8,This Minthe girl is gonna be the death of our ship I can sense it Every pirate senses it,this minthe girl is gonna be the death of our ship i can sense it every pirate senses it,"['this', 'minthe', 'girl', 'is', 'gon', 'na', 'be', 'the', 'death', 'of', 'our', 'ship', 'i', 'can', 'sense', 'it', 'every', 'pirate', 'senses', 'it']",minthe girl gon na death ship sense every pirate senses,minthe girl gon na death ship sense every pirate sens,-0.5994,neg
"Apr 01, 2018",IM HITTING THE GROUND WUTH MY HANDS AND ITS NOT WORKING,1600,5,IM HITTING THE GROUND WUTH MY HANDS AND ITS NOT WORKING,im hitting the ground wuth my hands and its not working,"['im', 'hitting', 'the', 'ground', 'wuth', 'my', 'hands', 'and', 'its', 'not', 'working']",im hitting ground wuth hands working,im hitting ground wuth hands work,0.0,neu
"Apr 01, 2018","""My brothers aren't even here, and they are ruining this for me""- siblings in a nutshell",1235,0,My brothers aren t even here and they are ruining this for me siblings in a nutshell,my brothers aren t even here and they are ruining this for me siblings in a nutshell,"['my', 'brothers', 'aren', 't', 'even', 'here', 'and', 'they', 'are', 'ruining', 'this', 'for', 'me', 'siblings', 'in', 'a', 'nutshell']",brothers even ruining siblings nutshell,brothers even ruining siblings nutshel,-0.25,neg
"Apr 01, 2018",I wish I could be as accidentally sexy as Persephone,1180,6,I wish I could be as accidentally sexy as Persephone,i wish i could be as accidentally sexy as persephone,"['i', 'wish', 'i', 'could', 'be', 'as', 'accidentally', 'sexy', 'as', 'persephone']",wish could accidentally sexy persephone,wish could accidentally sexy persephon,0.5719,pos
"Apr 01, 2018","OOOH HADES YOU WERE READY TO DO THE DIRTY YOU SLY DOG! - wait that's a lie, your dog is tamer than you!!  *WE're wAtCHinG Youuuu*",854,2,OOOH HADES YOU WERE READY TO DO THE DIRTY YOU SLY DOG wait that s a lie your dog is tamer than you WE re wAtCHinG Youuuu,oooh hades you were ready to do the dirty you sly dog wait that s a lie your dog is tamer than you we re watching youuuu,"['oooh', 'hades', 'you', 'were', 'ready', 'to', 'do', 'the', 'dirty', 'you', 'sly', 'dog', 'wait', 'that', 's', 'a', 'lie', 'your', 'dog', 'is', 'tamer', 'than', 'you', 'we', 're', 'watching', 'youuuu']",oooh hades ready dirty sly dog wait lie dog tamer watching youuuu,oooh hades ready dirty sly dog wait lie dog tamer watching youuuu,-0.1027,neg
"Apr 01, 2018",I think Hades may have gone up to 34% scoundrel...,748,0,I think Hades may have gone up to 34 scoundrel,i think hades may have gone up to 34 scoundrel,"['i', 'think', 'hades', 'may', 'have', 'gone', 'up', 'to', '34', 'scoundrel']",think hades may gone 34 scoundrel,think hades may gone 34 scoundrel,0.0,neu
"Apr 01, 2018","I love that the author acknowledged Persephone's old name it was change from Kore, cause once she got to the underworld she basically turned from cinnamon roll to badass so people started calling her Persephone which means ""destroyer""",623,1,I love that the author acknowledged Persephone s old name it was change from Kore cause once she got to the underworld she basically turned from cinnamon roll to badass so people started calling her Persephone which means destroyer,i love that the author acknowledged persephone s old name it was change from kore cause once she got to the underworld she basically turned from cinnamon roll to badass so people started calling her persephone which means destroyer,"['i', 'love', 'that', 'the', 'author', 'acknowledged', 'persephone', 's', 'old', 'name', 'it', 'was', 'change', 'from', 'kore', 'cause', 'once', 'she', 'got', 'to', 'the', 'underworld', 'she', 'basically', 'turned', 'from', 'cinnamon', 'roll', 'to', 'badass', 'so', 'people', 'started', 'calling', 'her', 'persephone', 'which', 'means', 'destroyer']",love author acknowledged persephone old name change kore cause got underworld basically turned cinnamon roll badass people started calling persephone means destroyer,love author acknowledged persephone old name change kore cause got underworld basically turned cinnamon roll badass people started calling persephone means destroy,0.4767,pos
"Apr 01, 2018",aaaawwwww they are so ridiculously cute together.,467,2,aaaawwwww they are so ridiculously cute together,aaaawwwww they are so ridiculously cute together,"['aaaawwwww', 'they', 'are', 'so', 'ridiculously', 'cute', 'together']",aaaawwwww ridiculously cute together,aaaawwwww ridiculously cute togeth,0.1531,pos
"Apr 01, 2018",IS THAT A TEAR I SEE ON HIS FACE IN ONE OF THE FIRST PANNELS,432,0,IS THAT A TEAR I SEE ON HIS FACE IN ONE OF THE FIRST PANNELS,is that a tear i see on his face in one of the first pannels,"['is', 'that', 'a', 'tear', 'i', 'see', 'on', 'his', 'face', 'in', 'one', 'of', 'the', 'first', 'pannels']",tear see face one first pannels,tear see face one first pannel,0.0,neu
"Apr 01, 2018","if Persephone's handwriting ""Kore"" is barely legible, then my handwriting must be ancient hieroglyphics or something 🤣",363,0,if Persephone s handwriting Kore is barely legible then my handwriting must be ancient hieroglyphics or something ,if persephone s handwriting kore is barely legible then my handwriting must be ancient hieroglyphics or something ,"['if', 'persephone', 's', 'handwriting', 'kore', 'is', 'barely', 'legible', 'then', 'my', 'handwriting', 'must', 'be', 'ancient', 'hieroglyphics', 'or', 'something']",persephone handwriting kore barely legible handwriting must ancient hieroglyphics something,persephone handwriting kore barely legible handwriting must ancient hieroglyphics someth,0.0,neu
"Apr 01, 2018","Honestly, this is the only WEBTOON to make me read everything twice. It’s so good",258,2,Honestly this is the only WEBTOON to make me read everything twice It’s so good,honestly this is the only webtoon to make me read everything twice it’s so good,"['honestly', 'this', 'is', 'the', 'only', 'webtoon', 'to', 'make', 'me', 'read', 'everything', 'twice', 'it', '’', 's', 'so', 'good']",honestly webtoon make read everything twice ’ good,honestly webtoon make read everything twice ’ good,0.7096,pos
"Apr 01, 2018",it's just so cute i can't stop grinning while reading this 😍😍,226,2,it s just so cute i can t stop grinning while reading this ,it s just so cute i can t stop grinning while reading this ,"['it', 's', 'just', 'so', 'cute', 'i', 'can', 't', 'stop', 'grinning', 'while', 'reading', 'this']",cute stop grinning reading,cute stop grinning read,0.5106,pos
"Apr 01, 2018",Hades is probably just making fun of her business card so he can keep it and fawn over its adorableness when Persephones isn't looking❤,212,0,Hades is probably just making fun of her business card so he can keep it and fawn over its adorableness when Persephones isn t looking,hades is probably just making fun of her business card so he can keep it and fawn over its adorableness when persephones isn t looking,"['hades', 'is', 'probably', 'just', 'making', 'fun', 'of', 'her', 'business', 'card', 'so', 'he', 'can', 'keep', 'it', 'and', 'fawn', 'over', 'its', 'adorableness', 'when', 'persephones', 'isn', 't', 'looking']",hades probably making fun business card keep fawn adorableness persephones looking,hades probably making fun business card keep fawn adorableness persephones look,0.7783,pos
"Apr 01, 2018",When your bros aren't even there and they're still messing up your game.,199,0,When your bros aren t even there and they re still messing up your game,when your bros aren t even there and they re still messing up your game,"['when', 'your', 'bros', 'aren', 't', 'even', 'there', 'and', 'they', 're', 'still', 'messing', 'up', 'your', 'game']",bros even still messing game,bros even still messing gam,0.0,neu
"Apr 01, 2018","'there are no blinds and my neighbors are super nosey' how does hades have neighbors, doesn't he live in th underworld😂",183,0,there are no blinds and my neighbors are super nosey how does hades have neighbors doesn t he live in th underworld,there are no blinds and my neighbors are super nosey how does hades have neighbors doesn t he live in th underworld,"['there', 'are', 'no', 'blinds', 'and', 'my', 'neighbors', 'are', 'super', 'nosey', 'how', 'does', 'hades', 'have', 'neighbors', 'doesn', 't', 'he', 'live', 'in', 'th', 'underworld']",blinds neighbors super nosey hades neighbors live th underworld,blinds neighbors super nosey hades neighbors live th underworld,0.4767,pos
"Apr 08, 2018",“Oh so what do you feed him?” “The souls of murderers...and sometimes egg whites” BEST THING EVER SAID. PERIOD.,190866,350,“Oh so what do you feed him ” “The souls of murderers and sometimes egg whites” BEST THING EVER SAID PERIOD,“oh so what do you feed him ” “the souls of murderers and sometimes egg whites” best thing ever said period,"['“', 'oh', 'so', 'what', 'do', 'you', 'feed', 'him', '”', '“', 'the', 'souls', 'of', 'murderers', 'and', 'sometimes', 'egg', 'whites', '”', 'best', 'thing', 'ever', 'said', 'period']",“ oh feed ” “ souls murderers sometimes egg whites ” best thing ever said period,“ oh feed ” “ souls murderers sometimes egg whites ” best thing ever said period,-0.0258,neu
"Apr 08, 2018",it's always the small dogs that have the most rage,131593,323,it s always the small dogs that have the most rage,it s always the small dogs that have the most rage,"['it', 's', 'always', 'the', 'small', 'dogs', 'that', 'have', 'the', 'most', 'rage']",always small dogs rage,always small dogs rag,0.0,neu
"Apr 08, 2018",I see Cordon Bleu still has that sass 😂,91287,335,I see Cordon Bleu still has that sass ,i see cordon bleu still has that sass ,"['i', 'see', 'cordon', 'bleu', 'still', 'has', 'that', 'sass']",see cordon bleu still sass,see cordon bleu still sass,0.0,neu
"Apr 08, 2018",A creepy man in the bushes is never a good sign even in the underworld,3456,5,A creepy man in the bushes is never a good sign even in the underworld,a creepy man in the bushes is never a good sign even in the underworld,"['a', 'creepy', 'man', 'in', 'the', 'bushes', 'is', 'never', 'a', 'good', 'sign', 'even', 'in', 'the', 'underworld']",creepy man bushes never good sign even underworld,creepy man bushes never good sign even underworld,-0.3412,neg
"Apr 08, 2018","“I want a romance like Romeo and Juliet”  Nah, give me what  Persephone and Hades have.",2741,5,“I want a romance like Romeo and Juliet” Nah give me what Persephone and Hades have,“i want a romance like romeo and juliet” nah give me what persephone and hades have,"['“', 'i', 'want', 'a', 'romance', 'like', 'romeo', 'and', 'juliet', '”', 'nah', 'give', 'me', 'what', 'persephone', 'and', 'hades', 'have']",“ want romance like romeo juliet ” nah give persephone hades,“ want romance like romeo juliet ” nah give persephone had,0.7184,pos
"Apr 08, 2018",You can totally see in his eyes that Hades was excited to tell Persephone about his dogs. What an awesome doge dad ♡♡♡,2295,3,You can totally see in his eyes that Hades was excited to tell Persephone about his dogs What an awesome doge dad ♡♡♡,you can totally see in his eyes that hades was excited to tell persephone about his dogs what an awesome doge dad ♡♡♡,"['you', 'can', 'totally', 'see', 'in', 'his', 'eyes', 'that', 'hades', 'was', 'excited', 'to', 'tell', 'persephone', 'about', 'his', 'dogs', 'what', 'an', 'awesome', 'doge', 'dad', '♡♡♡']",totally see eyes hades excited tell persephone dogs awesome doge dad ♡♡♡,totally see eyes hades excited tell persephone dogs awesome doge dad ♡♡♡,0.7579,pos
"Apr 08, 2018",*sigh* I hate paparazzi,1532,7,sigh I hate paparazzi,sigh i hate paparazzi,"['sigh', 'i', 'hate', 'paparazzi']",sigh hate paparazzi,sigh hate paparazzi,-0.5574,neg
"Apr 08, 2018",Thank you Russel for chewing your master's shirt and giving us a glimpse of his abs xD,1322,5,Thank you Russel for chewing your master s shirt and giving us a glimpse of his abs xD,thank you russel for chewing your master s shirt and giving us a glimpse of his abs xd,"['thank', 'you', 'russel', 'for', 'chewing', 'your', 'master', 's', 'shirt', 'and', 'giving', 'us', 'a', 'glimpse', 'of', 'his', 'abs', 'xd']",thank russel chewing master shirt giving us glimpse abs xd,thank russel chewing master shirt giving us glimpse abs xd,0.8271,pos
"Apr 08, 2018","""The souls of murderers and sometimes egg whites,"" the kind of high protein diet all dogs should be on. Hades is an excellent pet owner",1038,1,The souls of murderers and sometimes egg whites the kind of high protein diet all dogs should be on Hades is an excellent pet owner,the souls of murderers and sometimes egg whites the kind of high protein diet all dogs should be on hades is an excellent pet owner,"['the', 'souls', 'of', 'murderers', 'and', 'sometimes', 'egg', 'whites', 'the', 'kind', 'of', 'high', 'protein', 'diet', 'all', 'dogs', 'should', 'be', 'on', 'hades', 'is', 'an', 'excellent', 'pet', 'owner']",souls murderers sometimes egg whites kind high protein diet dogs hades excellent pet owner,souls murderers sometimes egg whites kind high protein diet dogs hades excellent pet own,0.4215,pos
"Apr 08, 2018","I am so in love with the mood and use of color in this comic, but the scripting-- such a winner! that exchange between Zeus and Hades, and ""unionize, see if I care"" I laughed out loud so hard. Really REALLY great character development. seriously, goals right here. I want more friends like the author!",766,1,I am so in love with the mood and use of color in this comic but the scripting such a winner that exchange between Zeus and Hades and unionize see if I care I laughed out loud so hard Really REALLY great character development seriously goals right here I want more friends like the author,i am so in love with the mood and use of color in this comic but the scripting such a winner that exchange between zeus and hades and unionize see if i care i laughed out loud so hard really really great character development seriously goals right here i want more friends like the author,"['i', 'am', 'so', 'in', 'love', 'with', 'the', 'mood', 'and', 'use', 'of', 'color', 'in', 'this', 'comic', 'but', 'the', 'scripting', 'such', 'a', 'winner', 'that', 'exchange', 'between', 'zeus', 'and', 'hades', 'and', 'unionize', 'see', 'if', 'i', 'care', 'i', 'laughed', 'out', 'loud', 'so', 'hard', 'really', 'really', 'great', 'character', 'development', 'seriously', 'goals', 'right', 'here', 'i', 'want', 'more', 'friends', 'like', 'the', 'author']",love mood use color comic scripting winner exchange zeus hades unionize see care laughed loud hard really really great character development seriously goals right want friends like author,love mood use color comic scripting winner exchange zeus hades unionize see care laughed loud hard really really great character development seriously goals right want friends like author,0.9741,pos
"Apr 08, 2018",I love hades' face when she wants to know about his dogs. so stinking cute!,535,0,I love hades face when she wants to know about his dogs so stinking cute,i love hades face when she wants to know about his dogs so stinking cute,"['i', 'love', 'hades', 'face', 'when', 'she', 'wants', 'to', 'know', 'about', 'his', 'dogs', 'so', 'stinking', 'cute']",love hades face wants know dogs stinking cute,love hades face wants know dogs stinking cut,-0.0772,neg
"Apr 08, 2018","""I'm not coming to your stupid brunch! i'm doing something extremely important."" Says Hades, as Persephone is playing with his fun-sized enraged pupper like the cinnamon roll that she is. C'mon, Zeus. this is the real priority. Smol goddess playing with smol doggos. WHO COULD ASK FOR MORE?",413,0,I m not coming to your stupid brunch i m doing something extremely important Says Hades as Persephone is playing with his fun sized enraged pupper like the cinnamon roll that she is C mon Zeus this is the real priority Smol goddess playing with smol doggos WHO COULD ASK FOR MORE,i m not coming to your stupid brunch i m doing something extremely important says hades as persephone is playing with his fun sized enraged pupper like the cinnamon roll that she is c mon zeus this is the real priority smol goddess playing with smol doggos who could ask for more,"['i', 'm', 'not', 'coming', 'to', 'your', 'stupid', 'brunch', 'i', 'm', 'doing', 'something', 'extremely', 'important', 'says', 'hades', 'as', 'persephone', 'is', 'playing', 'with', 'his', 'fun', 'sized', 'enraged', 'pupper', 'like', 'the', 'cinnamon', 'roll', 'that', 'she', 'is', 'c', 'mon', 'zeus', 'this', 'is', 'the', 'real', 'priority', 'smol', 'goddess', 'playing', 'with', 'smol', 'doggos', 'who', 'could', 'ask', 'for', 'more']",coming stupid brunch something extremely important says hades persephone playing fun sized enraged pupper like cinnamon roll c mon zeus real priority smol goddess playing smol doggos could ask,coming stupid brunch something extremely important says hades persephone playing fun sized enraged pupper like cinnamon roll c mon zeus real priority smol goddess playing smol doggos could ask,0.5256,pos
"Apr 08, 2018",Hades be looking fly in shades tho 😂,399,0,Hades be looking fly in shades tho ,hades be looking fly in shades tho ,"['hades', 'be', 'looking', 'fly', 'in', 'shades', 'tho']",hades looking fly shades tho,hades looking fly shades tho,0.0,neu
"Apr 08, 2018",the tiny one is a tsunder... 2 seconds later they were buddies,331,0,the tiny one is a tsunder 2 seconds later they were buddies,the tiny one is a tsunder 2 seconds later they were buddies,"['the', 'tiny', 'one', 'is', 'a', 'tsunder', '2', 'seconds', 'later', 'they', 'were', 'buddies']",tiny one tsunder 2 seconds later buddies,tiny one tsunder 2 seconds later buddi,0.0,neu
"Apr 08, 2018",THE SHIP MUST SAIL!! I REPEAT... THE SHIP MUST SAIL!!!🚢🚢,295,1,THE SHIP MUST SAIL I REPEAT THE SHIP MUST SAIL ,the ship must sail i repeat the ship must sail ,"['the', 'ship', 'must', 'sail', 'i', 'repeat', 'the', 'ship', 'must', 'sail']",ship must sail repeat ship must sail,ship must sail repeat ship must sail,0.0,neu
"Apr 08, 2018",At first I thought it was a shotgun and I was like WOAH THERE BUDDY,238,0,At first I thought it was a shotgun and I was like WOAH THERE BUDDY,at first i thought it was a shotgun and i was like woah there buddy,"['at', 'first', 'i', 'thought', 'it', 'was', 'a', 'shotgun', 'and', 'i', 'was', 'like', 'woah', 'there', 'buddy']",first thought shotgun like woah buddy,first thought shotgun like woah buddi,0.3612,pos
"Apr 08, 2018","I absolutely love how much of a dog person Hades is! (And you didn’t erase all his dark side: I like the flashes of godly rage in his eyes, keeps him non human)",199,1,I absolutely love how much of a dog person Hades is And you didn’t erase all his dark side I like the flashes of godly rage in his eyes keeps him non human,i absolutely love how much of a dog person hades is and you didn’t erase all his dark side i like the flashes of godly rage in his eyes keeps him non human,"['i', 'absolutely', 'love', 'how', 'much', 'of', 'a', 'dog', 'person', 'hades', 'is', 'and', 'you', 'didn', '’', 't', 'erase', 'all', 'his', 'dark', 'side', 'i', 'like', 'the', 'flashes', 'of', 'godly', 'rage', 'in', 'his', 'eyes', 'keeps', 'him', 'non', 'human']",absolutely love much dog person hades ’ erase dark side like flashes godly rage eyes keeps non human,absolutely love much dog person hades ’ erase dark side like flashes godly rage eyes keeps non human,0.5256,pos
"Apr 20, 2018",FaMilY bRUnCh iS MaNDatOrY,141,0,FaMilY bRUnCh iS MaNDatOrY,family brunch is mandatory,"['family', 'brunch', 'is', 'mandatory']",family brunch mandatory,family brunch mandatori,0.0,neu
"Apr 08, 2018",If you think about the photographer 1)why is he at his house in the first place and 2)how long has he been waiting here. He might be a daily visitor since he said FINALLY something good or whatever but then how does hades not notice him EVER or if he has noticed him why hadn’t he warned our favorite goddess I NEED ANSWERS  (Please like so then my theory can be top comment and I can hear the other fans theory on it thx😁),132,1,If you think about the photographer 1 why is he at his house in the first place and 2 how long has he been waiting here He might be a daily visitor since he said FINALLY something good or whatever but then how does hades not notice him EVER or if he has noticed him why hadn’t he warned our favorite goddess I NEED ANSWERS Please like so then my theory can be top comment and I can hear the other fans theory on it thx,if you think about the photographer 1 why is he at his house in the first place and 2 how long has he been waiting here he might be a daily visitor since he said finally something good or whatever but then how does hades not notice him ever or if he has noticed him why hadn’t he warned our favorite goddess i need answers please like so then my theory can be top comment and i can hear the other fans theory on it thx,"['if', 'you', 'think', 'about', 'the', 'photographer', '1', 'why', 'is', 'he', 'at', 'his', 'house', 'in', 'the', 'first', 'place', 'and', '2', 'how', 'long', 'has', 'he', 'been', 'waiting', 'here', 'he', 'might', 'be', 'a', 'daily', 'visitor', 'since', 'he', 'said', 'finally', 'something', 'good', 'or', 'whatever', 'but', 'then', 'how', 'does', 'hades', 'not', 'notice', 'him', 'ever', 'or', 'if', 'he', 'has', 'noticed', 'him', 'why', 'hadn', '’', 't', 'he', 'warned', 'our', 'favorite', 'goddess', 'i', 'need', 'answers', 'please', 'like', 'so', 'then', 'my', 'theory', 'can', 'be', 'top', 'comment', 'and', 'i', 'can', 'hear', 'the', 'other', 'fans', 'theory', 'on', 'it', 'thx']",think photographer 1 house first place 2 long waiting might daily visitor since said finally something good whatever hades notice ever noticed ’ warned favorite goddess need answers please like theory top comment hear fans theory thx,think photographer 1 house first place 2 long waiting might daily visitor since said finally something good whatever hades notice ever noticed ’ warned favorite goddess need answers please like theory top comment hear fans theory thx,0.8979,pos
"Apr 08, 2018","oH mY GOd this is chapter was so wholesome,,persephone is a cinammon roll, angry ball of fluff, hades pickin persephone up protectively, hades getting so excited to talk about his dogs, his dogs' names,,,,,so wholesomE",118,1,oH mY GOd this is chapter was so wholesome persephone is a cinammon roll angry ball of fluff hades pickin persephone up protectively hades getting so excited to talk about his dogs his dogs names so wholesomE,oh my god this is chapter was so wholesome persephone is a cinammon roll angry ball of fluff hades pickin persephone up protectively hades getting so excited to talk about his dogs his dogs names so wholesome,"['oh', 'my', 'god', 'this', 'is', 'chapter', 'was', 'so', 'wholesome', 'persephone', 'is', 'a', 'cinammon', 'roll', 'angry', 'ball', 'of', 'fluff', 'hades', 'pickin', 'persephone', 'up', 'protectively', 'hades', 'getting', 'so', 'excited', 'to', 'talk', 'about', 'his', 'dogs', 'his', 'dogs', 'names', 'so', 'wholesome']",oh god chapter wholesome persephone cinammon roll angry ball fluff hades pickin persephone protectively hades getting excited talk dogs dogs names wholesome,oh god chapter wholesome persephone cinammon roll angry ball fluff hades pickin persephone protectively hades getting excited talk dogs dogs names wholesom,0.0516,pos
"Apr 08, 2018",IF YOU HURT OUR CINIMIN ROLE WE WILL DESTROY YOU!!!! have a nice day~,109,2,IF YOU HURT OUR CINIMIN ROLE WE WILL DESTROY YOU have a nice day,if you hurt our cinimin role we will destroy you have a nice day,"['if', 'you', 'hurt', 'our', 'cinimin', 'role', 'we', 'will', 'destroy', 'you', 'have', 'a', 'nice', 'day']",hurt cinimin role destroy nice day,hurt cinimin role destroy nice day,-0.6249,neg
"Apr 08, 2018",I just came here for the dogs.,88,1,I just came here for the dogs,i just came here for the dogs,"['i', 'just', 'came', 'here', 'for', 'the', 'dogs']",came dogs,came dog,0.0,neu
"Apr 08, 2018","Okay but for real, Power couple right there",86,1,Okay but for real Power couple right there,okay but for real power couple right there,"['okay', 'but', 'for', 'real', 'power', 'couple', 'right', 'there']",okay real power couple right,okay real power couple right,0.2263,pos
